vacancy.creation-date,0
2022-04-29,5
2022-02-10,4
2022-04-11,4
2022-01-14,3
2022-03-04,3
2022-03-09,3
2022-01-27,3
2022-03-16,3
2022-03-24,3
2022-03-28,3
2022-03-01,3
2022-04-25,3
2022-04-27,3
2022-04-13,2
2022-03-31,2
2022-04-14,2
2022-04-18,2
2022-03-18,2
2022-04-19,2
2022-03-14,2
2022-04-26,2
2022-04-08,2
2022-03-03,2
2022-01-31,2
2022-01-24,2
2022-01-26,2
2022-01-17,2
2022-02-08,1
2022-01-18,1
2022-04-02,1
2022-04-06,1
2022-04-07,1
2022-04-09,1
2022-01-12,1
2022-01-20,1
2021-12-28,1
2021-11-30,1
2021-11-26,1
2021-11-08,1
2022-04-20,1
2021-10-01,1
2020-11-06,1
2020-10-27,1
2022-03-30,1
2022-01-21,1
2022-03-25,1
2020-10-08,1
2022-02-19,1
2022-02-21,1
2022-02-25,1
2022-02-26,1
2022-02-28,1
2022-02-02,1
2022-02-01,1
2022-02-18,1
2022-03-05,1
2022-03-10,1
2022-03-11,1
2022-01-28,1
2022-03-15,1
2022-03-21,1
2018-06-19,1
