vacancy.creation-date,0
2022-04-08,14
2022-03-05,12
2022-04-07,11
2022-02-10,9
2022-03-22,8
2022-04-05,8
2022-03-17,6
2022-04-26,4
2022-03-21,4
2022-04-25,4
2022-03-24,4
2022-01-18,4
2022-03-09,4
2022-04-21,4
2022-04-04,4
2022-02-28,4
2022-02-24,4
2022-02-18,4
2022-04-13,4
2022-03-23,3
2022-02-22,3
2022-02-11,3
2022-04-15,3
2022-01-31,3
2022-01-27,3
2022-01-26,3
2022-04-22,3
2022-01-14,3
2022-03-10,2
2022-01-11,2
2022-04-01,2
2022-03-31,2
2022-03-30,2
2022-04-27,2
2022-03-28,2
2021-11-08,2
2021-12-17,2
2021-12-30,2
2022-01-10,2
2022-03-04,2
2022-02-14,2
2022-04-20,2
2022-04-11,2
2022-03-03,2
2022-02-25,2
2022-02-01,2
2022-04-12,1
2022-04-19,1
2022-04-06,1
2022-04-28,1
2022-04-16,1
2019-01-10,1
2022-03-29,1
2022-03-15,1
2021-08-06,1
2022-03-01,1
2022-02-17,1
2022-02-16,1
2022-02-03,1
2022-02-02,1
2022-01-21,1
2022-01-20,1
2022-01-19,1
2022-01-12,1
2021-12-03,1
2021-10-04,1
2021-09-16,1
2022-04-29,1
